,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Eigenschaften,Lieferant,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Hinweis,Kann Spuren enthalten von ,Frischegarantie (mindestens),Ursprungsregion,Lagerung,Natrium,Ursprungsland,Inverkehrbringer,Beschreibung,Size,Delivery days,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Schär anzeigen
113,Wasa Sandwich Tomate Basilikum 3x2 St,"2,29€","Das Sandwich ist ein Vollkornknäckebrot-Sandwich im handlichen Taschenformat. Es ist in zwei Hälften geteilt, perfekt zum Teilen und zum Verzehr wann und wo immer Sie wollen. 2 Knäckebrot Riegel mit einer Füllung mit Käsegeschmack und Tomate und Basilikum. Ohne Zusatz von Konservierungsstoffen. , Barilla Deutschland GmbH/ Bereich Wasa hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43558-wasa-wasa-sandwich-tomate-basilikum-3x2-st/,https://bilder.kolonial.no/local_products/c44879e1-ef01-4cae-91b7-2575ee524173.jpg?auto=format&fit=max&w=1000&s=7b6f1d2dc43f1fc4b66fb8c5c4961a82,1.25 g,10 g,,5 g,5 g,22 g,22 g,1985 kJ / 474 kcal,,"Barilla Deutschland GmbH/ Bereich Wasa, Wasastraße 10,D-29229 Celle, Deutschland","WEIZENMEHL 58%, pflanzliche Fette (Raps, Sheanuss), KÄSEPULVER 9,0%, Maltodextrin, BUTTERMILCHPULVER, Hefe, Zucker, natürliches Aroma (MILCH), Salz, getrocknete Tomaten (0,7%), getrocknetes Basilikum 0,02%. Kann Spuren von Sesamsamen, Sojabohnen und Lupinen enthalten. ",120 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,"Sojabohnen, Sesamsamen, Lupine.",,Italien,,,,,,,,
114,Leicht & Cross Goldweizen Knusperbrot,"1,19€","LEICHT&CROSS GOLDWEIZEN ist unser geliebter Klassiker und sorgt für vielseitigen Genuss zu jeder Tageszeit. , Griesson - de Beukelaer GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42864-leicht-cross-leicht-cross-goldweizen-knusperbrot/,https://bilder.kolonial.no/local_products/18e6e044-bdd8-4790-bab3-20c373a6ecd7.jpg?auto=format&fit=max&w=1000&s=fc86b01dfd3f57d4698c43a6dd8ba46d,1.20 g,13 g,5.40 g,3.50 g,73 g,0.50 g,4 g,1653 kJ / 391 kcal,,"Griesson - de Beukelaer GmbH & Co. KG, August-Horch-Straße 23, 56751 Polch, Deutschland","WEIZENMEHL, Zucker, Sonnenblumenöl, Salz.
Zur Herstellung von 100g des Produktes werden 103g Weizenmehl verwendet. Kann Spuren enthalten von: MILCH. ",125 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,Milch.,,,,,Deutschland,,,,,
115,Leicht & Cross Roggen Knusperbrot,"1,19€","LEICHT&CROSS ROGGEN passt besonders gut zu herzhaften Belägen wie Käse, Tomaten oder Putenbrust. Aber süß schmeckt es auch super. , Griesson - de Beukelaer GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45125-leicht-cross-leicht-cross-roggen-knusperbrot/,https://bilder.kolonial.no/local_products/5854cbbd-2735-4fbc-b722-96eb2de23eaa.jpg?auto=format&fit=max&w=1000&s=3d925f58c00b72af3d9939f9ec8b5bc0,1.30 g,9.90 g,7.80 g,2.80 g,71 g,0.50 g,3.50 g,1567 kJ / 371 kcal,,"Griesson - de Beukelaer GmbH & Co. KG, August-Horch-Straße 23, 56751 Polch, Deutschland","ROGGENMEHL, WEIZENMEHL, ROGGENVOLLKORNMEHL, WEIZENMALZMEHL, Zucker, Sonnenblumenöl, Salz.
Zur Herstellung von 100g des Produktes werden 52 g Roggenmehl und 22g Roggenvollkornmehl verwendet.
Kann Spuren enthalten von: MILCH. ",125 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,Milch.,,,,,Deutschland,,,,,
116,Leicht & Cross Vollkorn Knusperbrot,"1,19€","LEICHT&CROSS Vollkorn ist ideal für alle Genießer, die auf eine bewusste Lebensweise und abwechslungsreiche Ernährung achten. , Griesson - de Beukelaer GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46753-leicht-cross-leicht-cross-vollkorn-knusperbrot/,https://bilder.kolonial.no/local_products/936cf397-556e-4398-8fb7-668f12901602.jpg?auto=format&fit=max&w=1000&s=ceec4b01a3ebd521c37840afbd3aa0e6,1.20 g,10 g,10 g,3.90 g,67 g,0.40 g,3.60 g,1522 kJ / 360 kcal,,"Griesson - de Beukelaer GmbH & Co. KG, August-Horch-Straße 23, 56751 Polch, Deutschland","ROGGENVOLLKORNMEHL, WEIZENVOLLKORNMEHL, Reismehl, Zucker, WEIZENMALZMEHL, Sonnenblumenöl, Salz.
Zur Herstellung von 100g des Produktes werden 56g Roggenvollkornmehl und 37g Weizenvollkornmehl verwendet.
Kann Spuren enthalten von: MILCH. ",125 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,Milch.,,,,,Deutschland,,,,,
117,Filinchen das Abendbrot Low Carb,"1,19€","Ausgewogene Ernährung und unbeschwerter Genuss – beides ist möglich. Weniger Kohlenhydrate, mehr Eiweiß und Ballaststoffe – Filinchen das Abendbrot – Lower Carb ist ideal für eine kohlenhydratarme Ernährung und dennoch ein echtes Filinchen: knusprig und im Waffeleisen gebacken. , Weißenfelser Handels-Gesellschaft mbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53105-filinchen-filinchen-das-abendbrot-low-carb/,https://bilder.kolonial.no/local_products/9a0d9c00-1061-4120-8306-04bb2ec71604.jpg?auto=format&fit=max&w=803&s=3de5e78f50d5aedf0961bf0311df2ad5,1 g,26 g,,3.20 g,3.20 g,14 g,14 g,1730 kJ / 413 kcal,,"Weißenfelser Handels-Gesellschaft mbH, Alfred-Junge-Straße 28, 06667 Weißenfels, Deutschland","Weizenmehl, Sojamehl, Weizenprotein, Palmfett, Mandelgries, Salz, Emulgator: Sojalecithine, Backtriebmittel: Natriumhydrogencarbonat, Kaliumcarbonat, Trennmittel: Magnesiumcarbonat.",100 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,,,Deutschland,,,,,,,,
118,Filinchen Ballaststoff- Active Knusperbrot,"0,89€","Waffelbrot, im Waffeleisen gebacken. Ganz gleich, ob zum Frühstück, zum Kaffee oder als knuspriger Snack für zwischendurch - Filinchen schmeckt mit süßem oder herzhaften Belag. , Weißenfelser Handels-Gesellschaft mbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45267-filinchen-filinchen-ballaststoff-active-knusperbro/,https://bilder.kolonial.no/local_products/f59c9cf9-2012-4262-ac70-6f7016931642.jpg?auto=format&fit=max&w=1000&s=043d98da4ddee73f0c3f2339423957df,0.50 g,10 g,,1 g,1 g,4 g,4 g,1606 kJ / 384 kcal,,"Weißenfelser Handels-Gesellschaft mbH, Alfred-Junge-Straße 28, 06667 Weißenfels, Deutschland","WEIZENMEHL, ROGGENGRIESKLEIE, WEIZENSTÄRKE, Palmfett, VOLLMILCHPULVER, ROGGENMALZ, Emulgator: SOJALECITHINE, Salz, Backtriebmittel: Natriumhydrogencarbonat, Kaliumcarbonat. ",75 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,,,Deutschland,,,,,,,,
119,Filinchen Original Knusperbrot,"0,99€","Waffelbrot, im Waffeleisen gebacken. Ganz gleich, ob zum Frühstück, zum Kaffee oder als knuspriger Snack für zwischendurch - Filinchen schmeckt mit süßem oder herzhaften Belag. , Weißenfelser Handels-Gesellschaft mbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46565-filinchen-filinchen-original-knusperbrot/,https://bilder.kolonial.no/local_products/0cadd878-8e6c-4e56-957d-04c36685b444.jpg?auto=format&fit=max&w=1000&s=5d47fb38899c7113ac4195bfe2b5a255,0.25 g,11 g,,2 g,2 g,6 g,6 g,1716 kJ / 410 kcal,,"Weißenfelser Handels-Gesellschaft mbH, Alfred-Junge-Straße 28, 06667 Weißenfels, Deutschland","WEIZENMEHL, WEIZENVOLLKORNMEHL, WEIZENSTÄRKE, BUTTER, VOLLMILCHPULVER, Invertzuckersirup, Backtriebmittel: Natriumhydrogencarbonat. ",75 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,,,Deutschland,,,,,,,,
120,Bio Knusperbrot Mais,"1,29€","Bio Knusperbrot Mais , Aldente GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53106-bio-knusperbrot-bio-knusperbrot-mais/,https://bilder.kolonial.no/local_products/db92ea74-7793-44e6-bd97-90edcef3f731.jpg?auto=format&fit=max&w=703&s=9d52f2ea4763f5df231c24807410319b,1 g,7.20 g,,1 g,79 g,0.60 g,3 g,1603 kJ / 378 kcal,Bio-Produkt,"Aldente GmbH, Postfach 120 120, 59485 Soest, Deutschland","Maisgrieß*, Maismehl*, Speisesalz. * aus kontrolliert-biologischem Anbau / glutenfrei.

Kann Spuren von MILCH, SCHALENFRÜCHTEN und ERDNÜSSEN enthalten. ",130 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,"Erdnüsse, Milch.",,,,,Tschechien,,,,,
121,Brandt der Markenzwieback,"2,69€","DER MARKENZWIEBACK 450g , Brandt Backwaren Sparte Burger hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/51993-brandt-brandt-der-markenzwieback/,https://bilder.kolonial.no/local_products/c5f8e8a2-2380-494f-9c61-4b1e42ee812e.jpg?auto=format&fit=max&w=1000&s=f45eb126a074e20ee208ae15d3e22e7c,0.66 g,11 g,,14 g,14 g,5.20 g,5.20 g,1669 kJ / 399 kcal,,"Brandt Backwaren Sparte Burger, Brandt Backwaren Vertriebs GmbH, Postfach 72 61, 58123 Hagen, Deutschland","WEIZENmehl, Zucker, Hefe, Sonnenblumenöl (3,5 %), Glukosesirup, Traubenzucker, Invertzuckersirup, GERSTENmalzextrakt, Speisesalz, SüßMOLKENpulver, Emulgator [Lecithine (SOJA)], KondensmagerMILCH, Mehlbehandlungsmittel (Ascorbinsäure). ",400 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,"Eier, Nüssen.",,Deutschland,,,,,,,,
122,Brandt Markenzwieback ohne Zuckerzusatz,"1,69€","Markenzwieback ohne Zuckerzusatz. Zwieback jetzt auch zuckerfrei genießen: Der Klassiker unter den Zwiebäcken bekommt Verstärkung. Bei der Herstellung verzichtet Brandt komplett auf jeden Zusatz von Zucker oder anderen Süßungsmitteln. Die neue Sorte enthält weder Glukosesirup, Traubenzucker und Invertzucker und kommt auch ohne Gerstenmalzextrakt und Süßmolkenpulver aus. Dabei ist die neue zuckerfreie Variante genauso knusprig, goldgelb und lecker wie die klassische. Dazu ebenso vielseitig; zum pur Knabbern sowie herzhaft oder süß bestrichen. Auch in einem der vielen Brandt Zwiebackrezepte verarbeitet, bietet die Produktneuheit unbeschwerten Zwiebackgenuss für alle, die sich zuckerreduziert ernähren möchten. , Brandt Backwaren Sparte Burger hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53852-brandt-brandt-markenzwieback-ohne-zuckerzusatz/,https://bilder.kolonial.no/local_products/3be8bf71-bcc4-4975-9a61-753896303a9b.jpg?auto=format&fit=max&w=915&s=cf8c13a432380d0c599abe7330f80587,0.62 g,14 g,,4.50 g,4.50 g,5.90 g,5.90 g,1688 kJ / 403 kcal,,"Brandt Backwaren Sparte Burger, Brandt Backwaren Vertriebs GmbH, Postfach 72 61, 58123 Hagen, Deutschland","WEIZENmehl, Hefe, Sonnenblumenöl (4%), WEIZENprotein, Speisesalz, Emulgator [Lecithine (SOJA)], WEIZENmalzmehl, Mehlbehandlungsmittel (Ascorbinsäure). ",225 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,"Eier, Milch, Sesamsamen, Lupine.",,Deutschland,,,,,,,,
123,"Brandt Markenzwieback laktosefrei,wen.Zucker","1,89€","Knusprig-leicht laktosefrei und zuckerreduziert geniessen! Für alle, die Laktose meiden wollen, gibt es den laktosefreien Markenzwieback. Er wird nach traditioneller Backkunst, aber ohne Verwendung von Milch oder Milchzucker hergestellt. Er schmeckt knusprig-leicht und weniger süss, da er mit 30% weniger Zucker als der klassische Markenzwieback hergestellt wird. Dies geschieht ohne den Zusatz von Zuckeraustauschstoffen oder Süßstoffen. , Brandt Backwaren Sparte Burger hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53093-brandt-brandt-markenzwieback-laktosefrei-wen-zucke/,https://bilder.kolonial.no/local_products/e437ae70-d6c7-4b15-a034-791df58553fb.jpg?auto=format&fit=max&w=914&s=1d8b83191bc634df77064d4f73e03c48,0.69 g,12 g,,9.30 g,9.30 g,5.50 g,5.50 g,1643 kJ / 393 kcal,,"Brandt Backwaren Sparte Burger, Brandt Backwaren Vertriebs GmbH, Postfach 72 61, 58123 Hagen, Deutschland","WEIZENmehl, Zucker, Sonnenblumenöl (3,8%), Hefe, Glukosesirup, GERSTENmalzextrakt, Speisesalz, Emulgator [Lecithine (SOJA)], Traubenzucker, Invertzuckersirup, Mehlbehandlungsmittel (Ascorbinsäure). ",225 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,Eier.,,Deutschland,,,,,,,,
124,Brandt Vollkorn Zwieback,"2,25€","In dem Vollkornzwieback steckt die geballte Kraft des Korns. Denn im Vollkorn bleiben die wichtigen Ballaststoffe jedes einzelnen Korns erhalten. Damit ist er ein wichtiger Baustein für eine ausgewogene Ernährung und ein ausgezeichneter Begleiter für Ihren Alltag. Für alle, die eine knusprige Brotalternative suchen, ist der Vollkornzwieback genau das Richtige. Durch seinen hohen Anteil an Vollkornmehl von 66 Prozent ist er nicht nur extra ballaststoffreich, sondern auch die perfekte Ergänzung für eine ausgewogene Mahlzeit. Herzhaft belegt oder pur hilft er schnell gegen den kleinen Hunger. , Brandt Backwaren Sparte Burger hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46963-brandt-brandt-vollkorn-zwieback/,https://bilder.kolonial.no/local_products/d931e986-79b1-4265-aae0-018084ef1f71.jpg?auto=format&fit=max&w=912&s=93843f87a87448ee07f8102b4369d0a3,1.30 g,14 g,,11 g,11 g,6 g,6 g,1616 kJ / 386 kcal,,"Brandt Backwaren Sparte Burger, Brandt Backwaren Vertriebs GmbH, Postfach 72 61, 58123 Hagen, Deutschland","WEIZENvollkornmehl (74%), WEIZENmehl, Zucker, Hefe, Sonnenblumenöl (4,7%), GERSTENmalzextrakt, Säureregulator (Calciumcarbonat, Calciumacetat), Speisesalz, SüßMOLKENpulver (aus MILCH), Invertzuckersirup, Emulgator [Lecithine (SOJA)], WEIZENprotein, Säuerungsmittel (Citronensäure), Backtriebmittel (Natriumcarbonate), Mehlbehandlungsmittel (Ascorbinsäure). ",225 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,"Eier, Nüssen.",,Deutschland,,,,,,,,
125,Brandt Mini Zwieback Klassik,"1,39€","Der perfekte Snack zum Mitnehmen und Mitgeben. Als kleine Stärkung als Pause, auf Reisen oder einfach zwischendurch zum Naschen. Mit Brandt Minis kommt man knusprig-gut durch den Tag. Ohne Konservierungsstoffe, ohne künstliche Aromastoffe, ohne künstliche Farbstoffe. , Brandt Marken GbR hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53092-brandt-brandt-mini-zwieback-klassik/,https://bilder.kolonial.no/local_products/a89a05ec-9735-44aa-a73d-6d35cb428a05.jpg?auto=format&fit=max&w=543&s=755dd9ae925e8213472d0c5bc349a9f4,0.70 g,11 g,,16 g,16 g,6 g,6 g,1695 kJ / 405 kcal,,"Brandt Marken GbR, 58135 Hagen","WEIZENmehl, Zucker, Hefe, Sonnenblumenöl (ölsäurereich), Glukosesirup, Traubenzucker, Invertzuckersirup, GERSTENmalzextrakt, Speisesalz, SüßMOLKENpulver, Emulgator [Lecithine (SOJA)], Kondensmagermilch, Mehlbehandlungsmittel (Ascorbinsäure) ",100 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,"Eier, Sesamsamen.",,Deutschland,,,,,,,,
126,Brandt Genuss-Zwieback Zartbitter,"2,39€","Knusprig-leichte Genussmomente! Wie die Klassiker werden auch die Brandt Genuss Zwieback Sorten nach überlieferter Familienrezeptur erst gebacken und dann geröstet. Dadurch werden sie so knusprig-leicht und erhalten ihr unverwechselbares Röstaroma. Zartschmelzende Zartbitterschokolade mit 56% Kakao-Anteil macht aus gutem Zwieback einen knusprig-leichten Genussmoment für den Nachmittag. So kann man die Familie oder Freunde immer schnell und einfach zu einer kleinen Gebäckrunde einladen. , Brandt Backwaren Sparte Burger hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53094-brandt-brandt-genuss-zwieback-zartbitter/,https://bilder.kolonial.no/local_products/bc1944d3-681b-4754-b704-145856e6cec5.jpg?auto=format&fit=max&w=506&s=340f9abb0acd960bd8af98993737b2d5,0.40 g,9.40 g,,27 g,27 g,19 g,19 g,1903 kJ / 455 kcal,,"Brandt Backwaren Sparte Burger, Brandt Backwaren Vertriebs GmbH, Postfach 72 61, 58123 Hagen, Deutschland","WEIZENmehl, Zartbitterschokolade (44%) [Kakaomasse, Zucker, Kakaobutter, Emulgator (SOJAlecithine), natürliches Aroma], Zucker, Palmöl, Frischhefe, Invertzuckersirup, Salz, Emulgator (SOJAlecithine), SüßMOLKENpulver, KondensmagerMILCH ",200 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,Eier.,,Deutschland,,,,,,,,
127,Brandt Minis Kokos-Zwieback,"1,39€"," , Brandt Backwaren Sparte Burger hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47488-brandt-brandt-minis-kokos-zwieback/,https://bilder.kolonial.no/local_products/0b3795ce-184f-4438-a644-77be6daa1fd0.jpg?auto=format&fit=max&w=545&s=76d52298d229b6fb864c9cbe577ebeac,0.40 g,7.50 g,,40 g,70 g,13 g,16 g,1942 kJ / 462 kcal,,"Brandt Backwaren Sparte Burger, Brandt Backwaren Vertriebs GmbH, Postfach 72 61, 58123 Hagen, Deutschland","WEIZENMEHL, Zucker, Kokosraspeln (18%), Traubenzucker, Sonnenblumenöl (2,6%), Hefe, SÜSSMOLKENPULVER (aus MILCH), Speisesalz, Emulgator [Lecithine (SOJA)], Säuerungsmittel (Citronensäure, Ascorbinsäure), natürliches Aroma. ",110 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,,,Deutschland,,,,,,,,
128,Borggreve Zwieback rund,"1,29€","Zwieback - zwie, wie zweimal gebacken, dadurch wird es trocken und haltbar. , Dietrich Borggreve Zwieback & Keksfabrik KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53536-borggreve-borggreve-zwieback-rund/,https://bilder.kolonial.no/local_products/4502b8ea-37b1-4b6c-b0ca-f3102322af35.jpg?auto=format&fit=max&w=777&s=8566698bcc97b74e0c0f85de5753adc6,0.55 g,14 g,,9.50 g,9.50 g,6.50 g,6.50 g,1713 kJ / 409 kcal,,"Dietrich Borggreve Zwieback & Keksfabrik KG, Reitgaarstr. 1-3, 49828 Neuenhaus, Deutschland","WEIZENMEHL, Zucker, Palmfett, Backtriebmittel: Hefe, Glucosesirup, EIER, Emulgator: SOJALECITHINE, Speisesalz. ",250 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,,,,,,,,,,,
129,Jeden Tag Zwieback,"2,19€","Jeden Tag - Zwieback. , Weißenfelser Handels-Gesellschaft mbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53091-jeden-tag-jeden-tag-zwieback/,https://bilder.kolonial.no/local_products/32b51e10-acf6-415a-92be-23ef6febff70.jpg?auto=format&fit=max&w=514&s=6e3ab7963938f1b8a01cc1812b37c6cb,,13 g,,,,5.90 g,5.90 g,1653 kJ / 395 kcal,,"Weißenfelser Handels-Gesellschaft mbH, Alfred-Junge-Straße 28, 06667 Weißenfels, Deutschland","WEIZENMEHL, Zucker, pflanzliche Fette, pflanzliche Öle, pflanzliche Fette gehärtet, pflanzliche Öle gehärtet, Hefe, Invertzuckersirup, Emulgator: SOJALECITHIN, Emulgator: Mono- und Diglyceride von Speisefettsäuren, SÜßMOLKENPULVER, jodiertes Speisesalz, Backtriebmittel: Natriumhydrogencarbonat, Backtriebmittel: Kaliumcarbonat EIGELBPULVER. Enthält Spuren von ERDNÜSSEN. ",450 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,,,Deutschland,,,,,,,,
130,BIO COMPANY Bio Reis Waffeln ungesalzen,"0,79€","Knusprig-luftige Waffeln aus gepufftem Vollkornreis, verfeinert mit Sesam, ungesalzen, ideal als kleiner Snack zwischendurch oder zum leichten Abendbrot. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52546-bio-company-bio-company-bio-reis-waffeln-ungesalze/,https://bilder.kolonial.no/local_products/b069ae5b-3a3e-4c2e-974c-8cfebcd9ff77.png?auto=format&fit=max&w=450&s=08243169f32be40bcb9615992cccc6ad,0.01 g,8.50 g,,0.70 g,78 g,,3.70 g,1639 kJ / 387 kcal,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland","Vollkornreis* (99 %), SESAM* ",100 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,Sojabohnen.,,,,,,,,,,
131,BIO COMPANY Bio Reiswaffeln gesalzen,"0,79€","Knusprig-luftige Waffeln aus gepufftem Vollkornreis, verfeinert mit Sesam und Meersalz, ideal als kleiner Snack zwischendurch oder zum herzhaften Abendbrot. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52548-bio-company-bio-company-bio-reiswaffeln-gesalzen/,https://bilder.kolonial.no/local_products/bd31fc45-4103-4dbc-9ab5-17cbe8266069.jpg?auto=format&fit=max&w=450&s=a7cdeaea0eace48c5bce1c119d6e7ae4,0.32 g,8.50 g,,0.70 g,78 g,,3.70 g,1634 kJ / 386 kcal,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland","Vollkornreis* (99 %), SESAM*, Meersalz (0,3 %) ",100 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,Sojabohnen.,,,,,,,,,,
132,BIO COMPANY Bio Mais Waffeln ungesalzen,"0,99€","Knusprig-leichte Maiswaffeln, ungesalzen, perfekt für zwischendurch und unterwegs und eine abwechslungsreiche Alternative zu Brot. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52615-bio-company-bio-company-bio-mais-waffeln-ungesalze/,https://bilder.kolonial.no/local_products/6d4e93fa-ac5b-4dec-ad3c-f01e61028841.png?auto=format&fit=max&w=450&s=c7b83e801b18bd09b568c24ef39893e7,0.01 g,7.30 g,,0.50 g,86 g,,0.90 g,1637 kJ / 386 kcal,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",Mais*,110 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,"Sojabohnen, Sesamsamen.",,,,,,,,,,
133,BIO COMPANY Bio Mais Waffeln gesalzen,"0,99€","Knusprig-leichte Maiswaffeln, verfeinert mit Meersalz, perfekt für zwischendurch und unterwegs und eine abwechslungsreiche Alternative zu Brot. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52616-bio-company-bio-company-bio-mais-waffeln-gesalzen/,https://bilder.kolonial.no/local_products/15b30d2b-5029-4259-b574-e7ce87129079.png?auto=format&fit=max&w=450&s=555ab2a60af8eda431ce5c4cd039a845,0.32 g,7.30 g,,0.50 g,85 g,,0.80 g,1632 kJ / 385 kcal,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland","Mais* (99,7 %), Meersalz (0,3 %)",110 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,"Sojabohnen, Sesamsamen.",,,,,,,,,,
134,BIO COMPANY Bio Dinkelwaffeln natur,"0,99€","Knusprig-leichte Dinkelwaffeln, eine köstliche und abwechslungsreiche Brotalternative aus gepufftem Dinkel, schmeckt pur, mit süßem oder pikanten Aufstrich, mit Obst und Gemüse. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52807-bio-company-bio-company-bio-dinkelwaffeln-natur/,https://bilder.kolonial.no/local_products/2b8c4869-299f-4fd1-afb6-38a4ae7d671c.jpg?auto=format&fit=max&w=450&s=1aae2c4126c6115fadbf29d7d655c874,0.02 g,12.30 g,,2.50 g,69.60 g,0.60 g,2.80 g,1571 kJ / 372 kcal,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",DINKEL (DINKELWEIZEN)* ,100 Gramm,täglich,"Brot, Backwaren & Aufstriche","Knäckebrot, Zwieback & Reiswaffeln",oda,,"Sojabohnen, Sesamsamen.",,,,,,,,,,
