,,,,Title,URL,Short Intro,Program Type,Courses,Level,Duration,Rating,Number of Reviews,Skills,Unique Projects,Prequisites,What you learn,Related Programs,Monthly access,6-Month access,4-Month access,3-Month access,5-Month access,2-Month access,School
10,,,,SQL for Data Analysis,https://www.udacity.com/course/sql-for-data-analysis--ud198,"Databases, SQL, and more.",Free Course,,Beginner,Estimated timeApprox. 4 Weeks,,,,,Learners should have general familiarity working with data in spreadsheets.See the Technology Requirements for using Udacity.,SQL Basics Learn to write common SQL commands including SELECT  FROM  and WHERELearn to use logical operators in SQLLearn to write common SQL commands including SELECT  FROM  and WHERELearn to use logical operators in SQLSQL Joins Learn to write INNER JOINs to combine data from multiple tables Learn to write LEFT JOINs to combine data from multiple tables Learn to write INNER JOINs to combine data from multiple tables Learn to write LEFT JOINs to combine data from multiple tables SQL Aggregations Learn to write common aggregations in SQL including COUNT  SUM  MIN  and MAXLearn to write CASE and DATE functions  as well as work with NULL values Learn to write common aggregations in SQL including COUNT  SUM  MIN  and MAXLearn to write CASE and DATE functions  as well as work with NULL values Subqueries and Temp Tables Learn to write subqueries to run multiple queries together Learn to use temp tables to access a table with more than one query Learn to write subqueries to run multiple queries together Learn to use temp tables to access a table with more than one query SQL Data Cleaning Learn how to perform data cleaning using SQLLearn how to perform data cleaning using SQLWindow Functions Learn to use window functions to tackle more analysis tasks Learn to use window functions to tackle more analysis tasks,,,,,,,,Data Science
11,,,,Version Control with Git,https://www.udacity.com/course/version-control-with-git--ud123,Learn to track and manage changes,Free Course,,Beginner,Estimated timeApprox. 4 Weeks,,,,,"This course is ideal for developers of all skill levels. Experience with the command line is beneficial, but not required.See the Technology Requirements for using Udacity.","Purpose & Terminology Learn why developers use version control and discover ways you use version control in your daily life Get an overview of essential Git vocabulary Configure Git using the command line Learn why developers use version control and discover ways you use version control in your daily life Get an overview of essential Git vocabulary Configure Git using the command line Create a Git Repo Create your first Git repository with git init Copy an existing Git repository with git clone Review the current state of a repository with the powerful git status Create your first Git repository with git init Copy an existing Git repository with git clone Review the current state of a repository with the powerful git status Review a Repo's History Review a repo's commit history git log Customize git log's output using command line flags in order to reveal more (or less) information about each commit Use the git show command to display just one commit Review a repo's commit history git log Customize git log's output using command line flags in order to reveal more (or less) information about each commit Use the git show command to display just one commit Add Commits to a Repo Master the Git workflow and make commits to an example project Use git diff to identify what parts of a file have been changed in a commit Learn how to mark files as ""untracked"" using .gitignore Master the Git workflow and make commits to an example project Use git diff to identify what parts of a file have been changed in a commit Learn how to mark files as ""untracked"" using .gitignore Tagging  Branching  and Merging Organize your commits with tags and branches Jump to particular tags and branches using git checkout Learn how to merge together changes on different branches and crush those pesky merge conflicts Organize your commits with tags and branches Jump to particular tags and branches using git checkout Learn how to merge together changes on different branches and crush those pesky merge conflicts Undoing Changes Learn how and when to edit or delete an existing commit Use git commit's --amend flag to alter the last commit Use git reset and git revert to undo and erase commits Learn how and when to edit or delete an existing commit Use git commit's --amend flag to alter the last commit Use git reset and git revert to undo and erase commits",,,,,,,,Programming & Development
12,,,,Intro to Data Analysis,https://www.udacity.com/course/intro-to-data-analysis--ud170,Data Analysis Using NumPy & Pandas,Free Course,,Beginner,Estimated timeApprox. 6 Weeks,,,,,"To take this course, you should be comfortable programming in Python and familiar with Python concepts like classes, objects, and modules. The Introduction to Python Programming course would be a good place to start learning that material.See the Technology Requirements for using Udacity.",Data Analysis Process Learn about the data analysis process.Pose a question  wrangle your data  draw conclusions and/or make predictions.Complete an analysis of Udacity student data using pure Python  with few additional libraries.Learn about the data analysis process.Pose a question  wrangle your data  draw conclusions and/or make predictions.Complete an analysis of Udacity student data using pure Python  with few additional libraries.Num Py and Pandas for 1D Data Start learning to use Num Py and Pandas to make the data analysis process easier.Features that apply to one-dimensional data.Learn to use Num Py arrays  Pandas Series  and vectorized operations.Start learning to use Num Py and Pandas to make the data analysis process easier.Features that apply to one-dimensional data.Learn to use Num Py arrays  Pandas Series  and vectorized operations.Num Py and Pandas for 2D Data Continue learning about Num Py and Pandas  this time focusing on two-dimensional data.Learn to use two-dimensional Num Py arrays and Pandas Data Frames.Group your data and to combine data from multiple files.Continue learning about Num Py and Pandas  this time focusing on two-dimensional data.Learn to use two-dimensional Num Py arrays and Pandas Data Frames.Group your data and to combine data from multiple files.Investigate a Dataset Use Num Py and Pandas to go through the data analysis process on one of a list of recommended datasets.Use Num Py and Pandas to go through the data analysis process on one of a list of recommended datasets.,,,,,,,,Data Science
13,,,,Intro to JavaScript,https://www.udacity.com/course/intro-to-javascript--ud803,Fundamentals of the JavaScript Syntax,Free Course,,Beginner,Estimated timeApprox. 2 Weeks,,,,,This course is ideal for beginners who are looking to add a new programming language to their toolbelt. JavaScript is also foundational for developers who want to pursue a career in web development. No prior experience is necessary for this course.See the Technology Requirements for using Udacity.,Lesson 1: What is Java Script?Explore the quirky history of the Java Script language Learn how to use the Java Script console and write your first line of Java Script code Explore the quirky history of the Java Script language Learn how to use the Java Script console and write your first line of Java Script code Lesson 2: Data Types & Variables Use a variety of data types to represent data in your code Learn how to store data using variables Use a variety of data types to represent data in your code Learn how to store data using variables Lesson 3: Conditionals Translate real-life decisions into code using conditional statements Model more complex problems using logical operators Translate real-life decisions into code using conditional statements Model more complex problems using logical operators Lesson 4: Loops Learn how to repeatedly execute code with loop and iteration fundamentals Explore working with Java Script while and for loops Learn how to repeatedly execute code with loop and iteration fundamentals Explore working with Java Script while and for loops Lesson 5: Functions Organize your code by declaring functions and writing function expressions Demystify tricky Java Script behavior by learning about scope and hoisting Organize your code by declaring functions and writing function expressions Demystify tricky Java Script behavior by learning about scope and hoisting Lesson 6: Arrays Store collections of data in arrays Manipulate arrays using common properties and methods Store collections of data in arrays Manipulate arrays using common properties and methods Lesson 7: Objects Create Java Script objects to represent complex data types Create Java Script objects to represent complex data types,,,,,,,,Programming & Development
14,,,,C++ For Programmers,https://www.udacity.com/course/c-for-programmers--ud210,Learn features and constructs for C++,Free Course,,Intermediate,Estimated timeApprox. 3 Weeks,,,,,There is one prerequisite for this course: familiarity with another programming language.See the Technology Requirements for using Udacity.,The Basics You will learn Program structure  header files  IO Compilation and Execution.You will learn Program structure  header files  IO Compilation and Execution.Arithmetic Operations You will learn the most commonly used arithmetic operations in C++.You will learn the most commonly used arithmetic operations in C++.Control Flow You will learn if  if-else  while  do-while  and switch statements.You will learn if  if-else  while  do-while  and switch statements.Pointers This lesson is a quick review of pointers. We discuss them here because we'll use them in the Arrays lesson.This lesson is a quick review of pointers. We discuss them here because we'll use them in the Arrays lesson.Array We will do a preliminary exploration of two dimensional and multi-dimensional arrays.We will do a preliminary exploration of two dimensional and multi-dimensional arrays.Functions Functions with and without return values  with and without parameters  and passing by reference are demonstrated and used in this lesson.Functions with and without return values  with and without parameters  and passing by reference are demonstrated and used in this lesson.Classes This lesson is a basic introduction to classes. You will practice creating and instantiating classes in this lesson.This lesson is a basic introduction to classes. You will practice creating and instantiating classes in this lesson.Overloading We introduce overloading functions in this lesson as a segue into templates.We introduce overloading functions in this lesson as a segue into templates.Templates We introduce generic programming through templates. First function templates then class templates.We introduce generic programming through templates. First function templates then class templates.,,,,,,,,Programming & Development
15,,,,Intro to HTML and CSS,https://www.udacity.com/course/intro-to-html-and-css--ud001,"Build styled, well-structured websites",Free Course,,Beginner,Estimated timeApprox. 3 Weeks,,,,,This course is ideal for developers of all skill levels.See the Technology Requirements for using Udacity.,HTML Syntax Learn HTML tags Discover the tree-structure format of HTMLLearn about and install a text editor Learn HTML tags Discover the tree-structure format of HTMLLearn about and install a text editor HTML Syntax Problem Set Add headers to structure a page Create a list of items Add images to an existing site Add headers to structure a page Create a list of items Add images to an existing site CSS Syntax Write a CSS Ruleset.Use CSS units to place content on the page Use Developer Tools to debug CSSWrite a CSS Ruleset.Use CSS units to place content on the page Use Developer Tools to debug CSSCSS Syntax Problem Set Style images Style the font of the page Create and link a stylesheet Style images Style the font of the page Create and link a stylesheet,,,,,,,,Programming & Development
16,,,,Microsoft Power Platform,https://www.udacity.com/course/microsoft-power-platform--ud091,Build powerful business apps with Microsoft Power Platform.,Free Course,,Beginner,Estimated timeApprox. 1 Month,,,,,"No prior knowledge of Microsoft Power Platform or other Microsoft products  is required. Anyone who is interested in building apps with no prior programming experience can take this course.
See the Technology Requirements for using Udacity.",Creating your First App with Power Apps Explore what Power Apps is and how it can be used Generate a simple Power App with the template gallery Deploy your first Power App Explore what Power Apps is and how it can be used Generate a simple Power App with the template gallery Deploy your first Power App App Development Identify a business problem Design an Inventory Tracking App Create a functional page one of a Canvas App Use a datastore to implement app functionality Identify a business problem Design an Inventory Tracking App Create a functional page one of a Canvas App Use a datastore to implement app functionality Using Power Automate Explain Power Automate and Flows Use triggers to begin a flow process Use Data Connectors Explain Power Automate and Flows Use triggers to begin a flow process Use Data Connectors AI Builder Evaluate use cases for AI Builder Use a prebuilt AI Builder model in a Power App Implement the AI Builder model for Object Recognition inside an App Evaluate use cases for AI Builder Use a prebuilt AI Builder model in a Power App Implement the AI Builder model for Object Recognition inside an App,,,,,,,,Programming & Development
17,,,,Web Tooling & Automation,https://www.udacity.com/course/web-tooling-automation--ud892,"Gulp, Sass, and BabelJS, Oh My!",Free Course,,Intermediate,Estimated timeApprox. 3 Weeks,,,,,"We expect that you have basic experience with JavaScript and a text editor, like Sublime Text or Atom.If you need more experience with JavaScript, check out our JavaScript Basics course.See the Technology Requirements for using Udacity.",Introduction Being pragmatic vs. idealistic when choosing tools.Identify the real value of the tool.Keep things modular and replaceable.Being pragmatic vs. idealistic when choosing tools.Identify the real value of the tool.Keep things modular and replaceable.Productive Editing Set up your editor.Install Sublime Text.Install Plugins.Set up your editor.Install Sublime Text.Install Plugins.Powerful Builds Getting started with Gulp.Install gulp plugins.Create gulp tasks.Getting started with Gulp.Install gulp plugins.Create gulp tasks.Expressive Live Editing Why live edit?Approaches for live editing.Testing with Browser Sync.Why live edit?Approaches for live editing.Testing with Browser Sync.How to Prevent Disasters Code correction with linting.ESLint.Unit testing in Gulp.Code correction with linting.ESLint.Unit testing in Gulp.Awesome Optimizations CSS concatenation.JS concatenation and minification.Sourcemaps.CSS concatenation.JS concatenation and minification.Sourcemaps.,,,,,,,,Programming & Development
18,,,,Front End Frameworks,https://www.udacity.com/course/front-end-frameworks--ud894,"Backbone, Angular, Ember",Free Course,,Advanced,Estimated timeApprox. 8 Weeks,,,,,"Students should have experience building sites with HTML and CSS. JavaScript is heavily used in Front End Frameworks, so two years of programming experience in JavaScript is recommended. This course builds on:JavaScript Design PatternsObject-Oriented JavaScriptWeb Tooling & AutomationOther course requirements:Ability to use GitHub to clone repos and checkout branchesComfort with command line toolsAbility to use Chrome DevToolsSee the Technology Requirements for using Udacity.",Building a Single Page Application The history of Single Page Applications.How to make a Single Page Applications.Learn the components of the most common frameworks.The history of Single Page Applications.How to make a Single Page Applications.Learn the components of the most common frameworks.Examine A Framework's Source.Discover constructor functions.An introduction to Underscore's template function.Backbone events and routing.Discover constructor functions.An introduction to Underscore's template function.Backbone events and routing.Angular Build your first Angular application.Learn Angular's Views  Controllers  Directives  and more!Routing in Angular using the UI-Router module.Build your first Angular application.Learn Angular's Views  Controllers  Directives  and more!Routing in Angular using the UI-Router module.Ember Build your first Ember application.App generation and scaffolding with Ember-CLI.Learn Ember's Templates  Services  Components  and more!Build your first Ember application.App generation and scaffolding with Ember-CLI.Learn Ember's Templates  Services  Components  and more!,,,,,,,,Programming & Development
19,,,,Responsive Web Design Fundamentals,https://www.udacity.com/course/responsive-web-design-fundamentals--ud893,Great Experiences on Any Device,Free Course,,Intermediate,Estimated timeApprox. 2 Weeks,,,,,"You should be comfortable reading and writing HTML and CSS. You should also be able to inspect and modify websites using browser developer tools (we use Google Chrome, but you should be able to accomplish all the tasks in this course with any browser's developer tools).If you are unfamiliar with HTML and CSS, or if feel like you need to brush up on them, start with our Intro to HTML and CSS.You will not need to write JavaScript for this course.See the Technology Requirements for using Udacity.",Why Responsive Introduction to responsive design with Pete Le Page.Why does responsive design work for any device?Remote debugging and emulation in the browser.Introduction to responsive design with Pete Le Page.Why does responsive design work for any device?Remote debugging and emulation in the browser.Starting Small What is the viewport?Learn about sizing the content to the viewport.Touch targets  and why they should be large.What is the viewport?Learn about sizing the content to the viewport.Touch targets  and why they should be large.Building Up How to take advantage of CSS media queries.What is a breakpoint  and how to choose one.How to use the CSS flexbox to modify layout.How to take advantage of CSS media queries.What is a breakpoint  and how to choose one.How to use the CSS flexbox to modify layout.Common Responsive Patterns How to apply the mostly fluid pattern.How to apply the column drop pattern.How to apply layout shifter pattern.How to apply the mostly fluid pattern.How to apply the column drop pattern.How to apply layout shifter pattern.Optimizations Using minor break points.How to optimize text layout.How to use responsive tables  and strategies for dealing with them.Using minor break points.How to optimize text layout.How to use responsive tables  and strategies for dealing with them.,,,,,,,,Programming & Development
